fromNode	toNode	weight	direction	fromAltName	toAltName
ABCB9	ALG14	0.0667423997688566	undirected	NA	NA
ABCB9	ALG5	0.0905805828272447	undirected	NA	NA
ABCB9	AURKB	0.0486748924450057	undirected	NA	NA
ABCB9	B4GALT2	0.10591543679059	undirected	NA	NA
ABCB9	B9D1	0.050124736597867	undirected	NA	NA
ABCB9	BHLHA15	0.17840851369484	undirected	NA	NA
ABCB9	BIRC5	0.0546285934784658	undirected	NA	NA
ABCB9	BUB1	0.0256940222784964	undirected	NA	NA
ABCB9	CALR	0.0648728245925938	undirected	NA	NA
ABCB9	CALU	0.0476220328031691	undirected	NA	NA
ABCB9	CAV1	0.0625796382264313	undirected	NA	NA
ABCB9	CCL25	0.120189688067788	undirected	NA	NA
ABCB9	CCNB1	0.0229075970601698	undirected	NA	NA
ABCB9	CCNB2	0.0302116140959797	undirected	NA	NA
ABCB9	CCNE1	0.0633320163702551	undirected	NA	NA
ABCB9	CCNF	0.0400182264764195	undirected	NA	NA
ABCB9	CDC20	0.0791183600734321	undirected	NA	NA
ABCB9	CDC45	0.0423327813329972	undirected	NA	NA
ABCB9	CDC6	0.0654591549336323	undirected	NA	NA
ABCB9	CDCA3	0.0430207275018692	undirected	NA	NA
ABCB9	CDCA5	0.0443131746469843	undirected	NA	NA
ABCB9	CENPA	0.0392270303376946	undirected	NA	NA
ABCB9	CENPM	0.0454880571309386	undirected	NA	NA
ABCB9	CENPW	0.0201956193685027	undirected	NA	NA
ABCB9	CHAC1	0.0716901786057921	undirected	NA	NA
ABCB9	CHAC2	0.0647232429039364	undirected	NA	NA
ABCB9	CHEK1	0.0336548457678555	undirected	NA	NA
ABCB9	CLPTM1L	0.118877506586199	undirected	NA	NA
ABCB9	CNKSR1	0.0803890734035476	undirected	NA	NA
ABCB9	CPNE5	0.0966350527173347	undirected	NA	NA
ABCB9	CRYBB1	0.0773145217150263	undirected	NA	NA
ABCB9	DERL3	0.149665676343028	undirected	NA	NA
ABCB9	DNAJB11	0.121111777815312	undirected	NA	NA
ABCB9	DTL	0.0255840333093754	undirected	NA	NA
ABCB9	DUSP5	0.0677792845310045	undirected	NA	NA
ABCB9	EAF2	0.032698695340231	undirected	NA	NA
ABCB9	ELL2	0.0273632404054865	undirected	NA	NA
ABCB9	ERLEC1	0.0709734172245344	undirected	NA	NA
ABCB9	EXO1	0.0206844709120196	undirected	NA	NA
ABCB9	FABP5	0.0286246950204575	undirected	NA	NA
ABCB9	FBXO16	0.0588759980944806	undirected	NA	NA
ABCB9	FEN1	0.0780516047760444	undirected	NA	NA
ABCB9	FKBP11	0.160989960620622	undirected	NA	NA
ABCB9	FOXM1	0.0332207942519997	undirected	NA	NA
ABCB9	FOXRED1	0.0405551565532807	undirected	NA	NA
ABCB9	GGH	0.0709708637407861	undirected	NA	NA
ABCB9	GINS1	0.0203739280738364	undirected	NA	NA
ABCB9	GINS2	0.044937176018474	undirected	NA	NA
ABCB9	GLDC	0.0738619258036637	undirected	NA	NA
ABCB9	GMNN	0.0403100364666533	undirected	NA	NA
ABCB9	GMPPB	0.138191729853963	undirected	NA	NA
ABCB9	GPRC5D	0.125200657854459	undirected	NA	NA
ABCB9	GTSE1	0.0271452594360543	undirected	NA	NA
ABCB9	HASPIN	0.0433500703008671	undirected	NA	NA
ABCB9	HID1	0.0734245680428621	undirected	NA	NA
ABCB9	HJURP	0.0258145441796179	undirected	NA	NA
ABCB9	HMGB3	0.0428280920266865	undirected	NA	NA
ABCB9	HSP90B1	0.125047863760123	undirected	NA	NA
ABCB9	HSPA5	0.0606674001106738	undirected	NA	NA
ABCB9	IFI27L1	0.0699643781893122	undirected	NA	NA
ABCB9	IGF1	0.119305901019433	undirected	NA	NA
ABCB9	IGLL1	0.084275104762857	undirected	NA	NA
ABCB9	IGLL5	0.0614736431469012	undirected	NA	NA
ABCB9	ISOC2	0.065655196461959	undirected	NA	NA
ABCB9	ITM2C	0.177843827943547	undirected	NA	NA
ABCB9	JCHAIN	0.0960755333649193	undirected	NA	NA
ABCB9	KCNN3	0.0946623741720488	undirected	NA	NA
ABCB9	KDELR2	0.0324250798753692	undirected	NA	NA
ABCB9	KIF11	0.023190621076811	undirected	NA	NA
ABCB9	KIF18B	0.0207023852262931	undirected	NA	NA
ABCB9	KIF2C	0.0381198201484335	undirected	NA	NA
ABCB9	KIFC1	0.0336147558232457	undirected	NA	NA
ABCB9	LAMP5	0.0377627700670425	undirected	NA	NA
ABCB9	LRRC59	0.0856589931196914	undirected	NA	NA
ABCB9	MAGED1	0.115565240163903	undirected	NA	NA
ABCB9	MANF	0.139804026492163	undirected	NA	NA
ABCB9	MCM2	0.0364144894503039	undirected	NA	NA
ABCB9	MCM4	0.0288707040542578	undirected	NA	NA
ABCB9	MIXL1	0.0939365958499095	undirected	NA	NA
ABCB9	MYBL2	0.115476202861555	undirected	NA	NA
ABCB9	MYDGF	0.133340560933365	undirected	NA	NA
ABCB9	MZB1	0.153981604951181	undirected	NA	NA
ABCB9	NEK2	0.0218126033397875	undirected	NA	NA
ABCB9	NT5DC2	0.111898547898959	undirected	NA	NA
ABCB9	OIP5	0.0380740564048789	undirected	NA	NA
ABCB9	ORC1	0.0225660567392918	undirected	NA	NA
ABCB9	OSTC	0.0405566234653425	undirected	NA	NA
ABCB9	OXCT2	0.107813376275543	undirected	NA	NA
ABCB9	PARM1	0.0542506165744599	undirected	NA	NA
ABCB9	PBK	0.0547119929425977	undirected	NA	NA
ABCB9	PDIA4	0.0966705200267242	undirected	NA	NA
ABCB9	PDIA5	0.119290288880966	undirected	NA	NA
ABCB9	PDIA6	0.07822960264636	undirected	NA	NA
ABCB9	PERP	0.0931733249974508	undirected	NA	NA
ABCB9	PHGDH	0.086380425411719	undirected	NA	NA
ABCB9	PIF1	0.0528686010740987	undirected	NA	NA
ABCB9	PLAAT2	0.136792277317974	undirected	NA	NA
ABCB9	PNOC	0.0724368222574482	undirected	NA	NA
ABCB9	POU2AF1	0.0811503973970156	undirected	NA	NA
ABCB9	PPIB	0.0730997174407886	undirected	NA	NA
ABCB9	PRDX4	0.149068555772765	undirected	NA	NA
ABCB9	PTTG1	0.0459498174253083	undirected	NA	NA
ABCB9	PYCR1	0.150470600323305	undirected	NA	NA
ABCB9	QPCTL	0.105649324185214	undirected	NA	NA
ABCB9	RAD54L	0.0206820125445485	undirected	NA	NA
ABCB9	RPN1	0.0358451499694555	undirected	NA	NA
ABCB9	RRM2	0.059252333218473	undirected	NA	NA
ABCB9	SDC1	0.113136838780537	undirected	NA	NA
ABCB9	SDF2L1	0.0875993647892293	undirected	NA	NA
ABCB9	SEC11C	0.164929977065705	undirected	NA	NA
ABCB9	SELENOS	0.0921192168684436	undirected	NA	NA
ABCB9	SHCBP1	0.0477033058523316	undirected	NA	NA
ABCB9	SIX5	0.0742234366906961	undirected	NA	NA
ABCB9	SKA1	0.0344925849505033	undirected	NA	NA
ABCB9	SLC16A14	0.0465055612935474	undirected	NA	NA
ABCB9	SLC17A9	0.0875448334577534	undirected	NA	NA
ABCB9	SLC25A4	0.106337487085761	undirected	NA	NA
ABCB9	SLC35B1	0.0662842186517908	undirected	NA	NA
ABCB9	SPACA3	0.158907237256918	undirected	NA	NA
ABCB9	SPAG5	0.0407474097214184	undirected	NA	NA
ABCB9	SPATS2	0.0989502403622936	undirected	NA	NA
ABCB9	SPC24	0.021888588029313	undirected	NA	NA
ABCB9	SPC25	0.0244904322202195	undirected	NA	NA
ABCB9	SPCS2	0.0426213773764106	undirected	NA	NA
ABCB9	SRPRB	0.102629679827259	undirected	NA	NA
ABCB9	SSR3	0.102337699185463	undirected	NA	NA
ABCB9	STMN1	0.0209200158741716	undirected	NA	NA
ABCB9	SUB1	0.0335062971164231	undirected	NA	NA
ABCB9	TCF19	0.0437217668088093	undirected	NA	NA
ABCB9	TEDC2	0.0339796333605592	undirected	NA	NA
ABCB9	TK1	0.0459081606474801	undirected	NA	NA
ABCB9	TMEM106C	0.0290717194238431	undirected	NA	NA
ABCB9	TMEM198	0.0776663575602627	undirected	NA	NA
ABCB9	TMEM214	0.0571829845449328	undirected	NA	NA
ABCB9	TNFRSF13B	0.165886738737288	undirected	NA	NA
ABCB9	TNFRSF17	0.148404743588396	undirected	NA	NA
ABCB9	TRAM2	0.0466869774043008	undirected	NA	NA
ABCB9	TRIP13	0.0386201215762609	undirected	NA	NA
ABCB9	TROAP	0.0237234150066949	undirected	NA	NA
ABCB9	TUBG1	0.0647359982646427	undirected	NA	NA
