Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04110:Cell cycle	21	17.21311475409836	1.79803450163339E-19	CDCA5, BUB1B, TTK, ESCO2, CDC6, AURKB, CCNA2, CDC20, CCNB2, CCNB1, CDC45, ESPL1, ORC1, PTTG1, CCNE1, CHEK1, CDK1, MCM4, TRIP13, BUB1, MCM2	68	157	8465	16.650899213188463	2.2295627820254036E-17	2.2295627820254036E-17	2.175621746976402E-17
KEGG_PATHWAY	hsa04115:p53 signaling pathway	8	6.557377049180328	1.6727882012374587E-6	CCNB2, CCNB1, RRM2, CCNE1, CHEK1, CDK1, IGF1, GTSE1	68	74	8465	13.457869634340224	2.074043991829866E-4	1.0371286847672244E-4	1.0120368617486625E-4
KEGG_PATHWAY	hsa04114:Oocyte meiosis	9	7.377049180327869	8.045677341152572E-6	CDC20, CCNB2, CCNB1, PTTG1, ESPL1, CCNE1, CDK1, IGF1, BUB1	68	131	8465	8.552424786708578	9.971704985033414E-4	3.3255466343430634E-4	3.245089860931538E-4
KEGG_PATHWAY	hsa04218:Cellular senescence	8	6.557377049180328	2.1714092709657467E-4	CCNA2, CCNB2, CCNB1, CCNE1, CHEK1, CDK1, MYBL2, FOXM1	68	156	8465	6.383861236802413	0.026569062044920155	0.006731368739993814	0.0065685130446713836
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	6	4.918032786885246	0.0012303005124575837	CCNA2, CCNB2, CCNB1, CDK1, IGF1, BUB1	68	102	8465	7.322664359861593	0.1415708985124745	0.030511452708948075	0.029773272401473524
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	8	6.557377049180328	0.0017739650718865544	CCNA2, CDC20, CCNB2, PTTG1, ESPL1, CCNE1, CHEK1, BUB1B	68	222	8465	4.485956544780074	0.19761522031039847	0.036661944818988795	0.03577496228304552
KEGG_PATHWAY	hsa04814:Motor proteins	6	4.918032786885246	0.018054427499175664	KIF18B, KIFC1, KIF4A, KIF2C, KIF20A, KIF11	68	193	8465	3.870009143553795	0.8955665515229784	0.31982128712825464	0.3120836753428936
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	5	4.098360655737705	0.048631650605160795	XBP1, DERL3, HSP90B1, HERPUD1, TXNDC5	68	174	8465	3.5771636240703177	0.9979334844605241	0.7537905843799924	0.735553715403057
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	3	2.459016393442623	0.05720226443081669	CCL25, TNFRSF13B, TNFRSF17	68	49	8465	7.621548619447779	0.9993271816714431	0.7881200877134744	0.7690526662365356
KEGG_PATHWAY	hsa00240:Pyrimidine metabolism	3	2.459016393442623	0.07687872709547769	RRM2, TK1, TYMS	68	58	8465	6.438894523326572	0.9999507862860487	0.8758907984130134	0.8546998919997952
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	5	4.098360655737705	0.07769999018179957	CCNA2, CDC20, CCNE1, CHEK1, CDK1	68	204	8465	3.05111014994233	0.9999559288437945	0.8758907984130134	0.8546998919997952
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	4	3.278688524590164	0.08502458276863752	PLK4, CCNB2, CCNB1, IGF1	68	131	8465	3.8010776829815898	0.9999836028329627	0.878587355275921	0.8573312095837616
KEGG_PATHWAY	hsa01232:Nucleotide metabolism	3	2.459016393442623	0.14536003839014833	RRM2, TK1, TYMS	68	85	8465	4.393598615916955	0.9999999965237076	1.0	0.983739837398374
KEGG_PATHWAY	hsa05215:Prostate cancer	3	2.459016393442623	0.17883210843463465	CCNE1, IGF1, HSP90B1	68	97	8465	3.8500606428138267	0.9999999999754776	1.0	0.983739837398374
KEGG_PATHWAY	hsa01523:Antifolate resistance	2	1.639344262295082	0.21243071968233723	GGH, TYMS	68	30	8465	8.299019607843137	0.999999999999862	1.0	0.983739837398374
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	4	3.278688524590164	0.22084258672017107	CAV1, TWIST2, SDC1, IGF1	68	205	8465	2.4289813486370155	0.9999999999999636	1.0	0.983739837398374
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	4	3.278688524590164	0.2355068525333262	CCNB2, CCNB1, CHEK1, CDK1	68	212	8465	2.3487791342952273	0.9999999999999966	1.0	0.983739837398374
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	3	2.459016393442623	0.2484832986702964	CCNA2, SCD, IGF1	68	121	8465	3.0864122508507537	0.9999999999999996	1.0	0.983739837398374
KEGG_PATHWAY	hsa03030:DNA replication	2	1.639344262295082	0.2492383344812623	MCM4, MCM2	68	36	8465	6.915849673202614	0.9999999999999997	1.0	0.983739837398374
KEGG_PATHWAY	hsa03440:Homologous recombination	2	1.639344262295082	0.2786126769339996	RAD51, RAD54L	68	41	8465	6.072453371592539	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	3	2.459016393442623	0.3014543410495746	CAV1, SDC1, HSP90B1	68	139	8465	2.686732966567922	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa03460:Fanconi anemia pathway	2	1.639344262295082	0.3549706604996146	RAD51, UBE2T	68	55	8465	4.526737967914438	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa00480:Glutathione metabolism	2	1.639344262295082	0.3652078463520092	RRM2, CHAC1	68	57	8465	4.367905056759546	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05161:Hepatitis B	3	2.459016393442623	0.36820575331376615	CCNA2, CCNE1, BIRC5	68	162	8465	2.305283224400872	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05200:Pathways in cancer	6	4.918032786885246	0.41206838779925076	CCNA2, RAD51, CCNE1, BIRC5, IGF1, HSP90B1	68	531	8465	1.406613492854769	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa01524:Platinum drug resistance	2	1.639344262295082	0.44154473371603487	TOP2A, BIRC5	68	73	8465	3.410556003223207	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa00983:Drug metabolism - other enzymes	2	1.639344262295082	0.4720278570278644	RRM2, TK1	68	80	8465	3.1121323529411766	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	3	2.459016393442623	0.5034003387063951	BIRC5, CDC6, HSP90B1	68	212	8465	1.7615843507214206	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	2	1.639344262295082	0.5088223223373025	SDC1, HMMR	68	89	8465	2.797422339722406	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04120:Ubiquitin mediated proteolysis	2	1.639344262295082	0.6795200638815828	CDC20, UBE2C	68	142	8465	1.7533140016570008	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	3	2.459016393442623	0.6872611084075719	CCL25, TNFRSF13B, TNFRSF17	68	297	8465	1.2574272133095663	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	3	2.459016393442623	0.7769529795292358	CCNE1, IGF1, HSP90B1	68	354	8465	1.054960119641077	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	2	1.639344262295082	0.7880477619483717	CCNA2, IGF1	68	193	8465	1.290003047851265	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa01100:Metabolic pathways	11	9.01639344262295	0.801942730932179	RRM2, GLDC, SCD, PYCR1, CD38, OXCT2, DHCR24, PLAAT2, CHAC1, TK1, TYMS	68	1541	8465	0.8886036569072795	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	2	1.639344262295082	0.8030141190274798	CCNA2, CCNE1	68	202	8465	1.232527664531159	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04510:Focal adhesion	2	1.639344262295082	0.8046113662795946	CAV1, IGF1	68	203	8465	1.2264560996812517	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	2	1.639344262295082	0.8228112629190694	XBP1, HSP90B1	68	215	8465	1.1580027359781122	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa04014:Ras signaling pathway	2	1.639344262295082	0.8507287726216526	PLAAT2, IGF1	68	236	8465	1.0549601196410767	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05012:Parkinson disease	2	1.639344262295082	0.883245658155938	UCHL1, XBP1	68	266	8465	0.9359796550199028	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	2	1.639344262295082	0.9187049702145611	CCNE1, CDCA5	68	310	8465	0.8031309297912714	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	2	1.639344262295082	0.9316510390913835	CCNA2, CCNE1	68	331	8465	0.7521770037320064	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	2	1.639344262295082	0.9796206466479125	UCHL1, XBP1	68	476	8465	0.523047454275828	1.0	1.0	0.983739837398374
KEGG_PATHWAY	hsa01240:Biosynthesis of cofactors	1	0.819672131147541	1.0	GGH	68	153	8465	0.8136293733179547	1.0	1.0	1.0
KEGG_PATHWAY	hsa00564:Glycerophospholipid metabolism	1	0.819672131147541	1.0	PLAAT2	68	99	8465	1.2574272133095663	1.0	1.0	1.0
KEGG_PATHWAY	hsa00260:Glycine, serine and threonine metabolism	1	0.819672131147541	1.0	GLDC	68	40	8465	3.1121323529411766	1.0	1.0	1.0
KEGG_PATHWAY	hsa00785:Lipoic acid metabolism	1	0.819672131147541	1.0	GLDC	68	19	8465	6.551857585139318	1.0	1.0	1.0
KEGG_PATHWAY	hsa04950:Maturity onset diabetes of the young	1	0.819672131147541	1.0	BHLHA15	68	26	8465	4.78789592760181	1.0	1.0	1.0
